,User-ID,BookID,Book-Rating
80699,150979,pearlharbor,8
80704,161200,irishgirlsabouttownananthologyofshortstories,6
80707,161200,jadestar,6
80709,161200,thedeception,6
80710,161200,thewhippingboy,9
80711,161200,dearlybeloved,6
80712,161200,heartless,6
80714,161200,loverememberme,6
80715,176978,thepinballsapplepaperbacks,7
80716,176978,seafeatheranavoncamelotbook,6
80717,187981,thechamber,8
80719,187981,theprincessdiaries,8
80725,187981,byanyothername,10
80730,201644,homecoming,8
80731,203877,childrensprayersforamerica,7
80732,205554,communionatruestory,4
80736,205554,hatchet,10
80737,205554,allgodschildren,9
80740,223231,annefrankthediaryofayounggirl,6
80742,223231,homecoming,9
80745,223231,caddiewoodlawn,9
80746,223231,gonewiththewind,10
80748,223231,theneverendingstory,9
80749,223231,anneofgreengables,8
80751,223231,littlewomen,10
80752,223231,titanicthelongnight,8
80753,223231,thedarkgodsthesecretoftheunicornqueenbook5,9
80754,223231,heroesgodsandmonstersofgreekmyths,6
80755,223231,thesecretgarden,8
80756,223231,theoxfordbookofmodernfairytales,9
80768,233917,eli,10
80769,233917,christy,10
80775,233917,bravofamilyties,10
80779,233917,acryinthenight,8
80790,233917,thegoldenbookencyclopedia,10
80806,233917,feathersfrommynestamothersreflections,10
80808,244742,awalktoremember,8
80809,244742,rachelstearsthespiritualjourneyofcolumbinemartyrrachelscott,3
80810,244742,nakedpicturesoffamouspeople,8
80811,244742,cheaperbythedozen,8
80812,244742,thewanderer,6
80813,244742,lovethatdog,8
80814,244742,ellenelizabethhawkinstexas1886americandiaries,8
80830,206034,ironman,9
80831,2766,tokillamockingbird,10
80832,2766,tokillamockingbird,10
80838,2766,theglasslake,8
80839,2766,theglasslake,8
80842,2766,watershipdown,9
80848,2766,jamesherriotsfavoritedogstories,9
80852,2766,sightsunseen,6
80861,2766,doglove,8
80862,2766,thewickedday,9
80863,2766,inhissteps,7
80865,2766,morethanacarpenter,9
80866,2766,angels,7
80867,2766,mendelschild,6
80870,2766,schoolsmartsalltherightanswerstohomeworkteacherspopularityandmore,8
80876,10819,andthentherewerenone,10
80877,10819,dontgetmestarted,8
80883,10819,annaandthekingofsiam,7
80885,10819,norm,8
80888,10819,moretadragonladyofpern,10
80889,10819,joshua,9
80891,10819,joshuaandthechildren,10
80895,10819,themysteriousmrquin,9
80896,10819,parkerpyneinvestigates,9
80897,10819,keepingyouasecret,8
80898,10819,dragonseyedragonridersofpernseries,7
80903,10819,lordedgwaredies,8
80904,10819,theregattamysteryandotherstories,8
80907,10819,roots,10
80908,10819,roots,10
80910,10819,starbridge,9
80914,10819,thesecretadversary,10
80919,10819,thecaptive,8
80922,10819,andthentherewerenone,10
80932,10819,stripsearchrevealingtodaysbestcollegecartoonists,7
80939,14422,thefarpavilions,8
80940,14422,thehobbitorthereandbackagain,8
80941,14422,thesmokejumper,9
80943,14422,thepassionofartemisia,8
80944,14422,joshua,9
80950,14422,honestillusions,8
80955,14422,thegeneralsdaughter,8
80956,14422,thewitness,8
80964,14422,wewerethemulvaneys,4
80966,14422,onthebrightsideimnowthegirlfriendofasexgodfurtherconfessionsofgeorgianicolson,9
80967,14422,anonymousrexadetectivestory,8
80968,14422,angelasashesamemoir,5
80970,14422,dontletsgotothedogstonightanafricanchildhood,8
80974,14422,lightapennycandle,8
80976,14422,thebourneidentity,9
80979,14422,dresscodesofthreegirlhoodsmymothersmyfathersandmine,7
80982,14422,somedaymyprince,8
80983,14422,gonewiththewind,10
80985,14422,dreamsoftrespasstalesofaharemgirlhood,9
80986,14422,shogun,9
80988,14422,outlander,10
80991,14422,dune,7
80996,14422,morethanfriends,8
81010,14422,theweakervessel,7
81020,14422,thesilverrose,8
81023,14422,misconception,9
81024,14422,maybethistime,8
81029,15367,afinebalance,9
81031,16545,thebluesteye,9
81032,16545,thetelling,4
81033,16545,gutsymmetries,8
81034,16545,bunniculaarabbittaleofmystery,7
81035,16545,thegift,7
81036,20332,bridgetjonessdiary,9
81039,20332,acanticleforleibowitz,9
81043,20332,aintnobodysbusinessifyoudotheabsurdityofconsensualcrimesinourfreecountry,10
81044,27091,theandromedastrain,7
81045,27091,lionthewitchandthewardrobe,7
81049,27091,themagiciansnephew,8
81057,38557,imaginingrobertmybrothermadnessandsurvivalamemoir,6
81058,42883,redrabbit,6
81061,42883,thewailingwind,7
81062,42883,adventuresofhuckleberryfinn,7
81064,42883,littlewomen,5
81066,47118,dangerousmindstheywereproblemkidswithonelastchanceher,9
81073,53256,insomnia,10
81075,53256,anacceptabletime,10
81076,53256,2010odysseytwo,7
81078,53256,coyoteblue,8
81079,53256,thecoldone,7
81080,53256,dresscodesofthreegirlhoodsmymothersmyfathersandmine,9
81081,53256,thestoryoftheotherwiseman,10
81083,55375,rivercrossmyheart,8
81084,55375,theprincessdiaries,5
81085,55375,theresabatinbunkfive,7
81090,55927,thebelljaranovelperennialclassics,7
81095,55927,heartsongs,10
81096,55927,tokillamockingbird,10
81097,55927,tokillamockingbird,10
81103,55927,annefrankthediaryofayounggirl,10
81108,55927,theotherboleyngirl,9
81112,55927,myantonia,10
81114,55927,motherofpearl,8
81116,55927,inthelakeofthewoods,7
81120,55927,hauntedataleofthemediator,10
81123,55927,thebeadedmoccasinsthestoryofmarycampbell,7
81126,55927,shadowland,8
81127,55927,reunion,8
81130,55927,virginpreludetothethrone,8
81132,55927,princesssultanascircle,10
81135,56959,metalkprettyoneday,10
81143,56959,flashback,10
81144,56959,thewhitestag,8
81145,56959,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,8
81146,56959,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,8
81150,56959,angelasashesamemoir,10
81151,56959,everylivingthing,8
81152,56959,annefrankthediaryofayounggirl,10
81153,56959,lonesomedove,10
81155,56959,thekalaharitypingschoolformenmorefromtheno1ladiesdetectiveagency,10
81158,56959,davebarrysgreatesthits,10
81159,56959,miraclecure,7
81161,56959,theninetailors,10
81182,56959,themothertongue,10
81191,56959,bannerinthesky,10
81204,56959,thenewclaytechniquesandapproachestojewelrymaking,10
81205,56959,labrava,10
81208,56959,abookofangels,10
81213,56959,paymentinkind,8
81215,56959,mindprey,10
81217,56959,ridingtherap,10
81221,56959,mrpopperspenguins,10
81222,56959,fearandtrembling,8
81223,56959,thewhippingboy,5
81225,56959,atplayinthefieldsofthelord,10
81227,56959,desertqueentheextraordinarylifeofgertrudebelladventureradvisortokingsallyoflawrenceofarabia,10
81228,56959,theiliadofhomer,10
81229,56959,outrageousactsandeverydayrebellions,10
81233,56959,janeeyre,10
81234,56959,itslikethiscat,10
81235,56959,women,10
81237,56959,thewanderer,10
81238,56959,thewhippingboy,10
81243,56959,thesearchforsignsofintelligentlifeintheuniverse,10
81246,56959,callitcourage,10
81247,56959,lostandfound,8
81248,56959,lostandfound,8
81251,56959,blackmassthetruestoryofanunholyalliancebetweenthefbiandtheirishmob,10
81255,56959,fogmagic,10
81260,56959,inourtime,10
81261,56959,kneeknockrise,10
81264,56959,juniormiss,10
81266,56959,wandahickeysnightofgoldenmemoriesandotherdisasters,10
81268,56959,bobmarleyspiritdancer,10
81274,56959,arrowpointingnowhere,10
81275,56959,spenceandtheholidaymurders,10
81276,56959,trialanderror,5
81277,56959,meanhightide,10
81280,56959,themerryadventuresofrobinhoodofgreatrenowninnottinghamshire,10
81281,56959,nonsensenovels,10
81283,56959,invitationtoaroyalwedding,10
81285,56959,fullcircleapacificjourney,10
81288,56959,lifesupport,10
81290,56959,theteachingsofdonjuanayaquiwayofknowledge,10
81291,56959,talesofpower,10
81292,56959,revolutionforthehellofit,10
81293,56959,everyoneisentitledtomyopinion,8
81294,56959,thewhippingboy,10
81298,56959,raginghearttheintimatestoryofthetragicmarriageofojandnicolebrownsimpson,10
81299,56959,understoodbetsy,10
81300,56959,understoodbetsy,10
81301,56959,creativewirejewelry,10
81302,56959,beadworkaworldguide,10
81305,56959,whileromeburns,10
81310,56959,thepoliticsofrichandpoorwealthandtheamericanelectorateinthereaganaftermath,8
81312,56959,theangrymarriageovercomingtheragereclaimingthelove,8
81313,56959,theencyclopediaofjewelrymakingtechniquesacomprehensivevisualguidetotraditionalandcontemporarytechniques,10
81317,56959,conductunbecominggaysandlesbiansintheusmilitary,10
81328,59727,outofthisworld,9
81332,59727,cujo,10
81333,59727,galapagos,5
81339,59727,superstitious,8
81343,59727,goodbyemrchips,7
81353,62558,girlwithapearlearring,6
81362,62558,withoutremorse,6
81365,62558,anguishedenglishananthologyofaccidentalassaultsuponourlanguage,7
81366,62558,ninestories,7
81370,62558,thebookonthetabooagainstknowingwhoyouare,9
81372,63625,tokillamockingbird,10
81373,63625,tokillamockingbird,10
81374,63625,thebournesupremacy,10
81375,63625,awalktoremember,10
81376,63625,thelittleprince,10
81377,63625,thelittleprince,10
81378,63625,thebourneidentity,10
81379,63625,myfamilyandotheranimals,9
81381,63625,brainpoweredbook1,8
81382,76168,fahrenheit451,7
81383,76168,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,7
81384,76168,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,7
81385,76168,awalktoremember,8
81389,76168,nightofthelivingdummygoosebumpsno7,7
81390,76168,thegirlwhocriedmonstergoosebumpsno8,8
81392,76168,jurassicpark,10
81394,76168,contact,9
81395,76168,thegreatgatsby,8
81396,76168,thewitchofblackbirdpond,8
81398,76168,thesecretgarden,8
81402,76576,thehobbit,10
81405,76576,cheaperbythedozen,6
81406,76576,bridgetoterabithia,9
81407,83671,thelastbattle,9
81408,83671,girlwithapearlearring,10
81409,83671,sailingtosarantiumsarantinemosaicbook1,9
81412,83671,coldcomfortfarm,10
81414,83671,rubyslippersgoldentears,8
81416,83671,theglassteatessaysofopiniononthesubjectoftelevision,10
81417,83671,themysteriousmrquin,9
81419,83671,exittoeden,6
81421,83671,ihavenomouthandimustscream,10
81422,83671,thechildfromthesea,8
81423,83671,timeenoughforlove,9
81424,83671,1911bestthingsanybodyeversaid,9
81425,83671,everydaylifeinearlyamerica,8
81426,83671,linnetsandvalerians,9
81427,83671,deathbirdstories,10
81428,83671,trailoftearstheriseandfallofthecherokeenation,10
81430,83671,nodoorsnowindows,9
81431,83671,theotherglassteat,9
81432,83671,ahistoryofwomeninamerica,8
81433,83671,theageofhomespunobjectsandstoriesinthecreationofanamericanmyth,9
81434,83671,atthebackofthenorthwind,8
81435,83671,breathoftheinvisiblethewayofthepipeaquestbook,8
81436,83671,thebluehills,9
81437,83671,islandmagic,8
81438,83671,smokyhouse,9
81439,83671,greendolphinstreet,10
81440,83671,sevenclansofthecherokeesociety,7
81441,83671,howtomakecherokeeclothing,7
81445,93426,theboynextdoor,7
81449,93426,tokillamockingbird,10
81450,93426,tokillamockingbird,10
81452,93426,togetheralone,5
81453,93426,catch22,9
81454,93426,catch22,9
81457,93426,herhighnessmywife,5
81460,93426,thetrialsoftiffanytrott,9
81462,93426,portraitofakillerjacktherippercaseclosed,7
81465,93426,deathdujour,8
81466,93426,bridgetjonessdiary,8
81469,93426,theblessing,7
81470,93426,iflookscouldkill,5
81472,93426,thencameyou,5
81473,93426,angels,8
81475,93426,theincrediblejourney,8
81477,93426,atthecornerofloveandheartache,7
81478,93426,impetuous,4
81479,93426,agirlsbestfriend,8
81480,93426,agirlsbestfriend,8
81481,93426,roughwranglertenderkisses,5
81483,93426,awillingspirithauntingheartsseries,5
81485,94529,bridgetjonestheedgeofreason,5
81486,94529,thehoming,8
81487,94529,teachingyourchildrenvalues,8
81488,94529,waltzingthecat,7
81490,94529,thegazebo,9
81492,94529,mama,8
81493,94529,activespiritualityanondevotionalguide,7
81494,101126,tokillamockingbird,10
81495,101126,tokillamockingbird,10
81502,103304,loveinthetimeofcholera,10
81510,103304,thelastpromise,7
81524,106682,bluebeard,9
81528,113955,cybernationtomclancysnetforceno6,9
81529,113955,thedeadliestgametomclancysnetforceyoungadult,8
81530,113955,thetransallsaga,7
81531,113955,stuartlittle,9
81534,113955,myteacherisanalien,8
81535,113955,oneistheloneliestnumbertomclancysnetforceyoungadultsno3,8
81537,113955,amazingmathpuzzles,4
81539,116506,thedanceofangerawomansguidetochangingthepatternsofintimaterelationships,5
81540,116506,thesecretgarden,10
81541,120327,whenrabbithowls,9
81570,124363,thetalisman,9
81572,124363,childrenofthenightadianatregardeinvestigation,8
81573,124363,wanderlust,7
81591,124363,makingfaces,10
81595,124363,toyer,8
81598,124363,thebeautybiblefromacnetowrinklesandeverythinginbetween,9
81599,130181,101waystobugyourparents,5
81600,130181,mistergodthisisanna,7
81601,135064,goneawaylake,7
81602,135064,thepropheciesofnostradamus,3
81605,136430,thesecretdiaryofanneboleyn,7
81608,136430,nextofkin,8
81609,136430,thewaternymph,6
81612,144433,fahrenheit451,8
81613,144433,memoirsofaspiritualoutsider,7
81615,150661,thekingoftorts,6
81616,150661,youcannotbeserious,6
81617,150661,bridgetoterabithia,8
81618,150661,firestarter,9
81620,152946,girlwithapearlearring,8
81621,152946,theredtentbestsellingbacklist,8
81622,152946,thepassionofartemisia,8
81624,152946,lionthewitchandthewardrobe,8
81625,152946,bridgetjonestheedgeofreason,7
81627,152946,theprincessdiaries,7
81628,152946,geishaalife,10
81631,152946,beloved,8
81632,152946,thepaperboy,6
81633,152946,eli,7
81638,152946,farfromthemaddingcrowd,7
81645,152946,thealamo,4
81646,156706,fahrenheit451,10
81650,156706,kristysgreatideathebabysittersclub1,10
81651,156706,screamoftheevilgeniegiveyourselfgoosebumpsno13,8
81656,167442,thegiver,10
81663,170229,astreetcarnameddesire,9
81720,170229,fearoffiftyamidlifememoir,7
81754,170229,thepopupbookofnightmares,10
81769,170229,thepopupbookofphobias,10
81786,170229,bubbly,10
81790,172061,theredtentbestsellingbacklist,10
81795,172061,cominghome,10
81797,172061,circleofstones,9
81800,172061,basicbakingeverythingyouneedtoknowtostartbakingplus101lusciousdessertrecipesthatanyonecanmake,10
81801,172061,catunderfireajoegreymystery,10
81804,172061,allineedisyou,7
81805,172061,wherethegirlsaregrowingupfemalewiththemassmedia,10
81806,172061,realmofshadows,8
81808,172061,catontheedgeajoegreymystery,10
81809,172061,silentspring,10
81811,172061,catraisethedeadajoegreymystery,10
81812,172061,wakeupimfat,10
81813,172061,thecatwhocoveredtheworldtheadventuresofhenriettaandherforeigncorrespondent,10
81820,173881,prophet,5
81823,173881,americansignlanguageconcisedictionary,10
81847,178181,thewomanlyartofbreastfeeding,9
81853,178181,kabul,8
81921,179733,bridgetjonessdiary,10
81932,179733,thegift,10
81958,179733,leapoffaith,9
81976,179733,bridgetjonessguidetolife,10
82001,180032,firesofthefaithful,6
82002,180032,charmedlife,8
82003,180032,charmedlife,8
82005,180032,moonsingersfriendsinhonorofandrenorton,6
82011,187763,jonathanlivingstonseagull,10
82013,187763,consciouslovingthejourneytococommitment,5
82014,187763,familiarquotationsacollectionofpassagesphrasesandproverbstracedtotheirsourcesinancientandmodernliterature,10
82016,187763,thestoryofmylife,10
82017,187763,thestoryofmylife,10
82018,187763,thehippocratesdietandhealthprogram,10
82020,187763,secretsofthesoilnewsolutionsforrestoringourplanet,10
82022,187830,thesubtleknifehisdarkmaterialsbook2,10
82029,193352,howimadeahundredmoviesinhollywoodandneverlostadime,7
82030,202127,tokillamockingbird,10
82031,202127,tokillamockingbird,10
82034,202127,itwasonfirewhenilaydownonit,9
82035,202127,september,9
82043,202182,homecoming,8
82044,202182,dandelionwine,8
82045,203900,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,10
82046,203900,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,10
82049,203900,asimpleplan,10
82054,203900,thehitchhikersguidetothegalaxy,10
82055,203900,illusionstheadventuresofareluctantmessiah,10
82058,203900,mothernight,10
82060,203900,simpletospectacularhowtotakeonebasicrecipetofourlevelsofsophistication,10
82065,203900,anneofgreengables,10
82070,203900,alicesadventuresinwonderland,10
82071,203910,thebelljaranovelperennialclassics,9
82073,203910,awalktoremember,10
82075,203910,iknowwhatyoudidlastsummer,8
82077,203910,iflookscouldkill,9
82079,203910,frannyandzooey,7
82080,203910,carrie,10
82082,203910,thespywhocameinfromthecold,10
82083,203910,thespywhocameinfromthecold,10
82084,203910,saintmaybe,10
82085,203910,howlsmovingcastle,10
82087,203910,taekwondobasics,8
82089,203910,boysagainstgirls,8
82093,218121,myantonia,10
82097,218121,watershipdown,10
82099,218121,wintersolstice,8
82101,218121,thevalleyofhorses,8
82102,218121,selectedpoemsofemilydickinson,8
82103,218121,theamazingmrspollifax,10
82104,218121,thegrapesofwrath,10
82105,218121,everylivingthing,8
82106,218121,senseandsensibility,10
82107,218121,diceyssong,10
82108,218121,janeeyre,10
82109,218121,toughcookie,5
82110,218121,thehuntforredoctober,8
82113,218121,bridgetoterabithia,10
82114,218121,janeaustenalife,8
82115,218121,threejunes,5
82117,218121,littlewomen,8
82118,218121,bloodsport,7
82120,218121,simpletospectacularhowtotakeonebasicrecipetofourlevelsofsophistication,7
82121,218121,ishmael,8
82122,218121,catlow,8
82125,218121,littlewomen,10
82128,218721,angelasashes,7
82129,218721,zenandtheartofmotorcyclemaintenanceaninquiryintovalues,6
82130,218721,rivercrossmyheart,8
82131,218721,onehundredyearsofsolitude,6
82132,218721,onehundredyearsofsolitude,6
82133,218721,westwiththenight,8
82140,233431,mysideofthemountain,6
82141,233431,bunniculaarabbittaleofmystery,7
82144,240495,zenandtheartofmotorcyclemaintenanceaninquiryintovalues,7
82147,240700,thegirlwholovedtomgordon,9
82148,240700,awalktoremember,9
82149,240700,night,8
82150,240700,onthebrightsideimnowthegirlfriendofasexgodfurtherconfessionsofgeorgianicolson,8
82151,240700,annefrankthediaryofayounggirl,8
82152,240700,theprincessdiaries,9
82153,240700,stargirl,10
82154,240700,dangerousangelstheweetziebatbooks,10
82155,240700,whatmymotherdoesntknow,10
82156,240700,sam,3
82157,240700,thesubtleknifehisdarkmaterialsbook2,8
82158,240700,scribblerofdreams,7
82159,241806,theswitch,8
82160,242097,lonesomedove,10
82171,249695,thestreetlawyer,7
82172,249695,thechamber,7
82187,249695,practicalcprogrammingnutshellhandbook,8
82191,263163,stargirl,8
82194,263163,bridgetjonestheedgeofreason,6
82197,263163,ayearinprovence,9
82198,263163,thereader,6
82199,263163,thebeantrees,7
82205,263163,anneshouseofdreams,8
82206,263163,anneshouseofdreams,8
82207,263163,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,6
82208,263163,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies,6
82217,263163,slaughterhousefiveorthechildrenscrusadeadutydancewithdeath,10
82221,263163,stuartlittle,7
82222,263163,charlieandthechocolatefactory,10
82224,263163,bridgetjonessdiary,7
82232,263163,kpax,6
82235,263163,adventuresofhuckleberryfinn,7
82236,263163,thehitchhikersguidetothegalaxy,7
82237,263163,therecyclershandbooksimplethingsyoucando,10
82243,263163,goodbenito,6
82244,263163,thefederalistpapers,10
82245,263163,janeeyre,10
82252,263163,georgeandmarthaencore,7
82254,263163,thetranslator,6
82256,263163,whosemouseareyou,5
82259,265607,redstormrising,7
82260,265607,kingrat,7
82266,265607,thebourneidentity,8
82268,265607,catscradle,8
82269,265607,acatslittleinstructionbook,7
82275,266056,1sttodieanovel,7
82276,266056,iknowthismuchistrue,3
82278,266056,girlinhyacinthblue,8
82279,266056,girlwithapearlearring,9
82280,266056,thepassionofartemisia,8
82285,266056,50simplethingsyoucandotosavetheearth,7
82290,266056,summerisland,8
82291,266056,september,8
82294,266056,afteralltheseyears,7
82297,266056,thesummerhouse,8
82302,266056,thewomannextdoor,8
82318,266056,dreamcountry,7
82321,266056,stormwarning,6
82324,266056,awomanbetrayed,8
82326,266056,theharbor,7
82328,266056,enchantedafternoon,7
82331,266056,summersecrets,6
82332,266056,kentuckysunrise,8
82340,266056,fancypants,8
82348,266056,maria,9
82352,266056,savannah,9
82353,266056,theimpatientgardenerslawnbook,5
82361,267249,blackberrywineanovel,5
82365,267249,treasures,5
82366,267249,heartsinatlantis,5
82373,267249,afterthefire,5
82379,267249,tessieandpearlieagranddaughtersstory,5
82391,269157,littlehouseontheprairie,8
82395,269157,ladychatterleyslover,9
82397,269157,thejeopardybooktheanswersthequestionsthefactsandthestoriesofthegreatestgameshowinhistory,6
82401,269157,ohthethingsiknowaguidetosuccessorfailingthathappiness,6
82413,269157,introductiontophysicalanthropology,8
82414,269157,comeovercomeover,6
82416,269157,thebladeshellvillehighschoolyearbook,6
82418,269157,youbetyourlife,7
82424,271705,girlinhyacinthblue,8
82426,271705,theredtentbestsellingbacklist,8
82432,271705,causeceleb,8
82433,271705,1984,10
82435,271705,apassagetoindia,7
82440,271705,bridgetjonessdiary,9
82441,271705,bridgetjonestheedgeofreason,9
82445,271705,theislandofthedaybefore,8
82451,271705,beloved,9
82453,271705,anneoftheisland,9
82454,271705,thelastkabbalistoflisbon,8
82455,271705,janeeyrepenguinclassics,9
82457,271705,angels,8
82459,271705,tessofthedurbervilles,9
82460,271705,noticiadeunsecuestro,8
82461,271705,farfromthemaddingcrowd,8
82465,271705,anneofgreengables,9
82467,271705,patofsilverbush,9
82472,271705,robroypenguinclassics,8
82475,271705,thefallofatlantis,7
82478,272573,thechamber,8
82479,272573,thegirlwholovedtomgordon,8
82480,272573,themidnightclub,8
82483,272573,thelastbattle,10
82485,272573,congo,9
82487,272573,interviewwiththevampire,7
82489,272573,bridgetjonessdiary,8
82490,272573,starwildflowers,6
82492,272573,mysweetaudrina,5
82494,272573,wearewitnessesfivediariesofteenagerswhodiedintheholocaust,9
82495,272573,therighthandofevil,6
82496,272573,forever,8
82497,272573,thecoldone,8
82498,272573,vendettaluckysrevenge,9
82500,272573,chances,9
82501,272573,mysweetaudrina,9
82505,274808,thebeantrees,8
82512,274808,thesecretdiaryofanneboleyn,8
82515,274808,prideandprejudice,10
82518,274808,gonewiththewind,10
82525,274808,hauntedataleofthemediator,8
82527,274808,unforgettable,7
82528,274808,beast,8
82532,274808,shadowland,8
82533,274808,reunion,9
82535,274808,lisabrightanddark,8
82545,275264,thetoothfairy,9
82547,275264,wordmadeflesh,6
82552,245446,thereader,7
82553,245446,rubyslippersgoldentears,8
82557,245446,mymothermyselfthedaughterssearchforidentity,5
82558,276904,girlcominginforalanding,10
82561,278314,burgersdaughter,5
82562,278314,outlander,7
82563,278314,mydreamofyou,2
82566,89602,tokillamockingbird,9
82567,89602,tokillamockingbird,9
82573,89602,metalkprettyoneday,8
82574,89602,theimmaculatedeception,5
82578,89602,night,7
82581,89602,thecloisterwalk,5
82585,89602,watershipdown,5
82586,89602,killingtime,5
82587,89602,heartsinatlantis,5
82588,89602,kitchen,6
82590,89602,bridgetjonessdiary,5
82591,89602,rivercrossmyheart,5
82592,89602,wewerethemulvaneys,5
82594,89602,onehundredyearsofsolitude,9
82595,89602,onehundredyearsofsolitude,9
82596,89602,themiraclelifeofedgarmintanovel,7
82597,89602,affinity,8
82599,89602,threejunes,8
82600,89602,lambthegospelaccordingtobiffchristschildhoodpal,9
82602,89602,esperanzarising,6
82607,89602,killingmisterwatson,7
82608,89602,larrysparty,5
82610,89602,lovemedicine,7
82613,89602,sightsunseen,8
82615,89602,thebluesteye,7
82616,89602,johnnygothisgun,8
82617,89602,ellaminnowpeaanovelinletters,9
82618,89602,mystery,5
82619,89602,stardust,7
82620,89602,enduringlove,5
82623,89602,aboutaboy,8
82624,89602,dresscodesofthreegirlhoodsmymothersmyfathersandmine,7
82627,89602,coyoteblue,7
82628,89602,thepaperboy,5
82629,89602,myyearofmeats,7
82630,89602,thepilotswife,5
82633,89602,motherofpearl,5
82634,89602,galapagos,7
82636,89602,foucaultspendulum,5
82637,89602,childrenofthenight,6
82640,89602,goodnightirene,7
82642,89602,aroundtheworldin80days,7
82654,89602,puredeadmagic,7
82657,89602,invisibleman,5
82658,89602,zenandtheartofmotorcyclemaintenanceaninquiryintovalues,5
82660,89602,hijadelafortunanovela,5
82661,89602,thebeautifulonesarenotyetborn,5
82662,89602,skinfolk,5
82663,89602,lilithsdreamataleofthevampirelife,7
82664,127049,lambthegospelaccordingtobiffchristschildhoodpal,8
82665,127049,thepoisonwoodbible,10
82666,127049,myforbiddenfacegrowingupunderthetalibanayoungwomansstory,8
82667,127049,blacklikeme,8
82670,128835,dreamcatcher,9
82671,128835,dreamcatcher,9
82674,128835,areyoumymother,10
82676,128835,theonceandfutureking,10
82679,128835,revivingopheliasavingtheselvesofadolescentgirlsballantinereaderscircle,8
82681,128835,littlebearanicanreadbook,10
82684,128835,islandofthebluedolphins,8
82695,128835,bluehighwaysajourneyintoamerica,9
82696,128835,bluehighwaysajourneyintoamerica,9
82697,128835,thedeadzone,9
82698,128835,playingfortheashes,5
82699,128835,nobody,9
82701,128835,theglasslake,9
82702,128835,theglasslake,9
82703,128835,oisforoutlaw,9
82708,128835,dreamcatcher,9
82709,128835,dreamcatcher,9
82710,128835,lovemedicineandmiracles,10
82712,128835,theflyonthewall,8
82715,128835,jurassicpark,8
82716,128835,bridgetoterabithia,9
82717,128835,intheframe,8
82719,128835,watershipdown,5
82720,128835,manssearchformeaning,10
82725,128835,thestandthecompleteanduncutedition,9
82727,128835,lucifershammer,9
82736,128835,gorkypark,9
82743,128835,christine,9
82748,128835,outonalimb,8
82749,128835,thebestchristmaspageantever,10
82751,128835,thewailingwind,6
82752,128835,nointermissionsthelifeofagnesdemille,7
82754,128835,polarstar,9
82755,128835,thelittledrummergirl,9
82759,128835,heartburn,9
82761,128835,travelswithcharleyinsearchofamerica,9
82765,128835,dancinginthelight,8
82768,128835,racehowblacksandwhitesthinkandfeelabouttheamericanobsession,8
82772,128835,banker,8
82773,128835,andthentherewerenone,9
82779,128835,bloodsport,9
82783,128835,thebournesupremacy,9
82784,128835,onthebanksofplumcreek,9
82788,128835,eatmoreweighlessdrdeanornishslifechoiceprogramforlosingweightsafelywhileeatingabundantly,10
82790,128835,davebarrydoesjapan,8
82795,128835,citylifeurbanexpectationsinanewworld,9
82800,128835,underworld,9
82806,128835,adamandeveandpinchme,9
82807,128835,freakydeaky,9
82812,128835,cardsonthetable,9
82821,128835,sonofthemorningstar,9
82823,134137,themidnightclub,10
82825,134137,codependentnomorehowtostopcontrollingothersandstartcaringforyourself,10
82827,134137,203waystodriveamanwildinbed,10
82829,152291,titubaofsalemvillage,8
82830,152291,boysagainstgirls,5
82835,187232,davebarryslepthereasortofhistoryoftheunitedstates,8
82836,187232,theresaboyinthegirlsbathroom,5
82838,187232,asingleshard,8
82841,238065,thereader,8
82844,238065,stonesfromtheriver,8
82846,238065,littlehouseinthebigwoods,10
82847,238065,littlehouseinthebigwoods,10
82849,238065,jurassicpark,10
82850,238065,thebluesteye,7
82852,238065,goinghome,10
82854,238065,thewedding,8
82859,238065,goinghome,10
82861,238065,mollflandersbantamclassic,8
82862,238065,littlegirlsinprettyboxesthemakingandbreakingofelitegymnastsandfigureskaters,10
82864,245157,thesubtleknifehisdarkmaterialsbook2,10
82867,245157,humancroquet,10
82872,245157,noheroesamemoirofcominghome,6
82874,262066,theprisonerswife,2
82875,187343,elextranjero,5
82876,49144,tormentaroja,5
82877,49144,alexandroselconfindelmundo,5
82881,49155,thenotebook,8
82884,49155,therescue,8
82885,49155,annefrankthediaryofayounggirl,10
82886,49155,aboutaboy,8
82887,49155,allthetimeintheworld,10
82891,14183,jurassicpark,8
82893,59241,theemigrants,9
82894,62891,astreetcarnameddesire,10
82895,62891,theoutsiders,8
82896,62891,sphere,8
82897,62891,theandromedastrain,8
82898,62891,congo,7
82899,62891,angelasashes,3
82903,62891,bridgetjonessdiary,9
82905,62891,hannibal,5
82907,62891,jurassicpark,8
